state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,comments,mergedBy,mergeCommit,org,repo,kind
CLOSED,MDU6SXNzdWU2MTU4NzY2NTA=,New jupyterlab-server-proxy release,https://github.com/jupyterhub/jupyter-server-proxy/issues/196,2020-05-11T13:16:21Z,2020-05-11T21:40:49Z,2020-05-11T21:40:49Z,{'edges': []},196,CONTRIBUTOR,cmd-ntrf,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-11T21:40:49Z', 'updatedAt': '2020-05-11T21:40:49Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/issues/196#issuecomment-626980586', 'author': {'login': 'ryanlovett'}}}]}",,,jupyterhub,jupyter-server-proxy,issue
OPEN,MDU6SXNzdWU2MTUzODg5NjY=,Display resource availability on home page,https://github.com/jupyterhub/jupyterhub/issues/3043,2020-05-10T13:12:12Z,2020-05-15T15:24:02Z,,{'edges': []},3043,CONTRIBUTOR,gabber12,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-13T12:26:24Z', 'updatedAt': '2020-05-13T12:26:24Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3043#issuecomment-627947955', 'author': {'login': 'gabber12'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-13T15:03:46Z', 'updatedAt': '2020-05-13T15:03:46Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3043#issuecomment-628051557', 'author': {'login': 'manics'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-14T19:26:47Z', 'updatedAt': '2020-05-14T21:12:15Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3043#issuecomment-628841438', 'author': {'login': 'gabber12'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-15T15:24:02Z', 'updatedAt': '2020-05-15T15:24:02Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3043#issuecomment-629305073', 'author': {'login': 'gabber12'}}}]}",,,jupyterhub,jupyterhub,issue
OPEN,MDU6SXNzdWU2MTUzNjUxNTU=,Incorrect URL for AzureAD,https://github.com/jupyterhub/oauthenticator/issues/351,2020-05-10T10:49:30Z,2020-05-10T10:49:30Z,,{'edges': []},351,NONE,hewittwill,{'edges': []},,,jupyterhub,oauthenticator,issue
OPEN,MDU6SXNzdWU2MTUzNTgwNjg=,Support automatic Let's Encrypt certificate aquisition,https://github.com/jupyterhub/traefik-proxy/issues/105,2020-05-10T10:04:48Z,2020-05-14T11:31:33Z,,{'edges': []},105,MEMBER,yuvipanda,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T10:57:08Z', 'updatedAt': '2020-05-14T10:57:08Z', 'url': 'https://github.com/jupyterhub/traefik-proxy/issues/105#issuecomment-628557086', 'author': {'login': 'GeorgianaElena'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T11:20:04Z', 'updatedAt': '2020-05-14T11:20:04Z', 'url': 'https://github.com/jupyterhub/traefik-proxy/issues/105#issuecomment-628567658', 'author': {'login': 'consideRatio'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T11:31:32Z', 'updatedAt': '2020-05-14T11:31:32Z', 'url': 'https://github.com/jupyterhub/traefik-proxy/issues/105#issuecomment-628573035', 'author': {'login': 'consideRatio'}}}]}",,,jupyterhub,traefik-proxy,issue
CLOSED,MDU6SXNzdWU2MTUxNTYyMzY=,"TypeError: 'NoneType' object is not iterable, in  delete_route when Route doesn't exist use etcd",https://github.com/jupyterhub/traefik-proxy/issues/103,2020-05-09T11:32:53Z,2020-05-12T08:08:55Z,2020-05-12T08:08:55Z,{'edges': []},103,CONTRIBUTOR,mofanke,{'edges': []},,,jupyterhub,traefik-proxy,issue
CLOSED,MDU6SXNzdWU2MTUwMzQ3NjY=,Prepare to run in lab tab,https://github.com/jupyterhub/jupyter-rsession-proxy/issues/88,2020-05-08T23:22:09Z,2020-05-09T00:03:47Z,2020-05-09T00:03:47Z,{'edges': []},88,MEMBER,ryanlovett,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-09T00:03:47Z', 'updatedAt': '2020-05-09T00:03:47Z', 'url': 'https://github.com/jupyterhub/jupyter-rsession-proxy/issues/88#issuecomment-626069526', 'author': {'login': 'ryanlovett'}}}]}",,,jupyterhub,jupyter-rsession-proxy,issue
OPEN,MDU6SXNzdWU2MTQ3MzY3MDI=,Configurable working directory,https://github.com/jupyterhub/jupyter-server-proxy/issues/195,2020-05-08T13:16:19Z,2020-05-08T13:16:19Z,,{'edges': []},195,NONE,acim,{'edges': []},,,jupyterhub,jupyter-server-proxy,issue
OPEN,MDU6SXNzdWU2MTQ2MjQ0NDY=,Put system isolation feature square and Center,https://github.com/jupyterhub/the-littlest-jupyterhub/issues/569,2020-05-08T09:27:00Z,2020-05-08T09:27:00Z,,{'edges': []},569,NONE,rahuldave,{'edges': []},,,jupyterhub,the-littlest-jupyterhub,issue
CLOSED,MDU6SXNzdWU2MTM4ODAyNTg=,NameError: name 'routespec' is not defined,https://github.com/jupyterhub/traefik-proxy/issues/101,2020-05-07T08:42:16Z,2020-05-07T13:47:35Z,2020-05-07T13:47:34Z,{'edges': []},101,CONTRIBUTOR,mofanke,{'edges': []},,,jupyterhub,traefik-proxy,issue
CLOSED,MDU6SXNzdWU2MTM4NzgzMjM=,Increase limit to 200 for NEUBIAS course,https://github.com/jupyterhub/mybinder.org-deploy/issues/1430,2020-05-07T08:39:05Z,2020-05-19T18:19:33Z,2020-05-19T18:19:33Z,{'edges': [{'node': {'name': 'impact'}}]},1430,NONE,guiwitz,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-07T09:48:19Z', 'updatedAt': '2020-05-07T09:48:19Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/issues/1430#issuecomment-625149572', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-09T23:07:27Z', 'updatedAt': '2020-05-09T23:11:23Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/issues/1430#issuecomment-626247308', 'author': {'login': 'arnim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-10T07:10:53Z', 'updatedAt': '2020-05-10T07:10:53Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/issues/1430#issuecomment-626284661', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-19T08:25:29Z', 'updatedAt': '2020-05-19T08:25:29Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/issues/1430#issuecomment-630667543', 'author': {'login': 'guiwitz'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-19T14:33:06Z', 'updatedAt': '2020-05-19T14:33:06Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/issues/1430#issuecomment-630859631', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-19T15:42:28Z', 'updatedAt': '2020-05-19T15:42:28Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/issues/1430#issuecomment-630906312', 'author': {'login': 'betatim'}}}]}",,,jupyterhub,mybinder.org-deploy,issue
CLOSED,MDU6SXNzdWU2MTM3MTk2Nzg=,Binder won't reach github repository,https://github.com/jupyterhub/binder/issues/196,2020-05-07T01:59:27Z,2020-05-07T17:45:50Z,2020-05-07T17:45:49Z,{'edges': []},196,NONE,sumanan047,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-07T02:58:17Z', 'updatedAt': '2020-05-07T02:58:17Z', 'url': 'https://github.com/jupyterhub/binder/issues/196#issuecomment-625000572', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-07T05:02:43Z', 'updatedAt': '2020-05-07T05:02:43Z', 'url': 'https://github.com/jupyterhub/binder/issues/196#issuecomment-625030644', 'author': {'login': 'sumanan047'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-07T15:03:51Z', 'updatedAt': '2020-05-07T15:03:51Z', 'url': 'https://github.com/jupyterhub/binder/issues/196#issuecomment-625310780', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-07T17:45:49Z', 'updatedAt': '2020-05-07T17:45:49Z', 'url': 'https://github.com/jupyterhub/binder/issues/196#issuecomment-625401775', 'author': {'login': 'sumanan047'}}}]}",,,jupyterhub,binder,issue
OPEN,MDU6SXNzdWU2MTM0NzcwNTA=,PAM authentication,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1655,2020-05-06T17:09:30Z,2020-05-06T17:09:30Z,,{'edges': []},1655,NONE,marty90,{'edges': []},,,jupyterhub,zero-to-jupyterhub-k8s,issue
OPEN,MDU6SXNzdWU2MTMxNjU3NTc=,Make admin page a full-on react app,https://github.com/jupyterhub/jupyterhub/issues/3039,2020-05-06T09:08:58Z,2020-05-17T12:51:18Z,,{'edges': []},3039,MEMBER,minrk,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-06T11:56:57Z', 'updatedAt': '2020-05-06T11:56:57Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3039#issuecomment-624606357', 'author': {'login': 'twalcari'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-06T11:57:55Z', 'updatedAt': '2020-05-06T12:00:49Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3039#issuecomment-624606750', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-07T09:37:39Z', 'updatedAt': '2020-05-07T09:37:39Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3039#issuecomment-625144336', 'author': {'login': 'minrk'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-07T10:10:46Z', 'updatedAt': '2020-05-07T10:10:46Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3039#issuecomment-625160937', 'author': {'login': 'manics'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-07T11:09:39Z', 'updatedAt': '2020-05-07T11:09:39Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3039#issuecomment-625188536', 'author': {'login': 'twalcari'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-07T11:28:48Z', 'updatedAt': '2020-05-07T11:28:48Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3039#issuecomment-625197564', 'author': {'login': 'minrk'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-07T11:53:07Z', 'updatedAt': '2020-05-07T11:53:07Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3039#issuecomment-625208099', 'author': {'login': 'twalcari'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-10T13:39:56Z', 'updatedAt': '2020-05-10T14:32:23Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3039#issuecomment-626329719', 'author': {'login': 'Amran2k16'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-10T15:20:09Z', 'updatedAt': '2020-05-10T15:20:09Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3039#issuecomment-626343967', 'author': {'login': 'twalcari'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-11T10:26:04Z', 'updatedAt': '2020-05-11T10:26:04Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3039#issuecomment-626616443', 'author': {'login': 'gabber12'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-11T11:02:42Z', 'updatedAt': '2020-05-11T11:02:42Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3039#issuecomment-626633813', 'author': {'login': 'minrk'}}}]}",,,jupyterhub,jupyterhub,issue
CLOSED,MDU6SXNzdWU2MTMxMzY3NDY=,503 Service Unavailable for JupyterHub.  JupyterHub app:2517] Failed to start proxy,https://github.com/jupyterhub/jupyterhub/issues/3038,2020-05-06T08:21:28Z,2020-05-06T09:17:55Z,2020-05-06T09:17:55Z,{'edges': [{'node': {'name': 'support'}}]},3038,NONE,PRONAY24,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-06T09:17:54Z', 'updatedAt': '2020-05-06T09:17:54Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3038#issuecomment-624535297', 'author': {'login': 'support'}}}]}",,,jupyterhub,jupyterhub,issue
OPEN,MDU6SXNzdWU2MTI5MDM5NDc=,BinderHubs in the wild,https://github.com/jupyterhub/team-compass/issues/290,2020-05-05T21:23:26Z,2020-05-05T21:23:48Z,,{'edges': []},290,MEMBER,betatim,{'edges': []},,,jupyterhub,team-compass,issue
OPEN,MDU6SXNzdWU2MTI3MzgxNDU=,jupyterhub/pebble-helm-chart - OK? LICENCE?,https://github.com/jupyterhub/team-compass/issues/289,2020-05-05T16:35:17Z,2020-05-21T13:21:41Z,,{'edges': []},289,MEMBER,consideRatio,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T17:18:18Z', 'updatedAt': '2020-05-05T17:18:18Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/289#issuecomment-624191899', 'author': {'login': 'manics'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-06T04:50:01Z', 'updatedAt': '2020-05-06T04:50:01Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/289#issuecomment-624439834', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-06T05:46:22Z', 'updatedAt': '2020-05-06T05:46:22Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/289#issuecomment-624453662', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T13:21:22Z', 'updatedAt': '2020-05-21T13:21:41Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/289#issuecomment-632082455', 'author': {'login': 'manics'}}}]}",,,jupyterhub,team-compass,issue
CLOSED,MDU6SXNzdWU2MTIyNjkyNTM=,Unable to launch user pods ,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653,2020-05-05T01:35:57Z,2020-05-07T22:34:29Z,2020-05-06T21:26:39Z,{'edges': []},1653,NONE,ilhaan,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T01:47:38Z', 'updatedAt': '2020-05-05T01:47:38Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-623794988', 'author': {'login': 'consideRatio'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T01:48:09Z', 'updatedAt': '2020-05-05T01:48:33Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-623795090', 'author': {'login': 'consideRatio'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-05T02:08:51Z', 'updatedAt': '2020-05-05T02:08:51Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-623798734', 'author': {'login': 'ilhaan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T02:39:33Z', 'updatedAt': '2020-05-05T02:40:44Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-623804731', 'author': {'login': 'consideRatio'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-05T02:52:48Z', 'updatedAt': '2020-05-05T02:52:48Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-623806948', 'author': {'login': 'ilhaan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T03:07:02Z', 'updatedAt': '2020-05-05T03:07:02Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-623809438', 'author': {'login': 'consideRatio'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-05T03:25:17Z', 'updatedAt': '2020-05-05T03:25:17Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-623813050', 'author': {'login': 'ilhaan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T07:18:40Z', 'updatedAt': '2020-05-05T07:18:40Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-623894179', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-06T21:26:39Z', 'updatedAt': '2020-05-06T21:26:39Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-624900040', 'author': {'login': 'ilhaan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-06T22:20:23Z', 'updatedAt': '2020-05-06T22:20:23Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-624921428', 'author': {'login': 'consideRatio'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-07T21:24:46Z', 'updatedAt': '2020-05-07T21:24:46Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-625505490', 'author': {'login': 'ilhaan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-07T22:34:29Z', 'updatedAt': '2020-05-07T22:34:29Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1653#issuecomment-625530892', 'author': {'login': 'consideRatio'}}}]}",,,jupyterhub,zero-to-jupyterhub-k8s,issue
OPEN,MDU6SXNzdWU2MTIyNDY0Njk=,Bokeh 2.0 issue persisting,https://github.com/jupyterhub/jupyter-server-proxy/issues/194,2020-05-05T00:08:07Z,2020-05-08T18:59:43Z,,{'edges': []},194,NONE,thvasilo,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-05T00:29:55Z', 'updatedAt': '2020-05-05T00:33:12Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/issues/194#issuecomment-623779569', 'author': {'login': 'thvasilo'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-05T10:37:16Z', 'updatedAt': '2020-05-05T10:37:16Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/issues/194#issuecomment-623979247', 'author': {'login': 'xhochy'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-05T16:49:17Z', 'updatedAt': '2020-05-05T16:49:17Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/issues/194#issuecomment-624171501', 'author': {'login': 'thvasilo'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-08T18:59:43Z', 'updatedAt': '2020-05-08T18:59:43Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/issues/194#issuecomment-625967277', 'author': {'login': 'evanfwelch'}}}]}",,,jupyterhub,jupyter-server-proxy,issue
OPEN,MDU6SXNzdWU2MTIxNjI3MzE=,RFE: Add a way to run the culler and exit,https://github.com/jupyterhub/jupyterhub-idle-culler/issues/1,2020-05-04T20:55:57Z,2020-05-04T20:55:57Z,,{'edges': []},1,NONE,mriedem,{'edges': []},,,jupyterhub,jupyterhub-idle-culler,issue
OPEN,MDU6SXNzdWU2MTE4MDExNTY=,Display chosen profile in admin and named servers sections,https://github.com/jupyterhub/jupyterhub/issues/3037,2020-05-04T11:27:46Z,2020-05-06T09:00:40Z,,{'edges': []},3037,NONE,stefanvangastel,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-06T09:00:40Z', 'updatedAt': '2020-05-06T09:00:40Z', 'url': 'https://github.com/jupyterhub/jupyterhub/issues/3037#issuecomment-624527053', 'author': {'login': 'minrk'}}}]}",,,jupyterhub,jupyterhub,issue
OPEN,MDU6SXNzdWU2MTE2MzE0ODM=,Edit/config category for icons?,https://github.com/jupyterhub/jupyter-rsession-proxy/issues/87,2020-05-04T06:23:32Z,2020-05-07T22:31:55Z,,{'edges': []},87,NONE,madsi1m,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-05T01:31:46Z', 'updatedAt': '2020-05-05T01:31:46Z', 'url': 'https://github.com/jupyterhub/jupyter-rsession-proxy/issues/87#issuecomment-623792237', 'author': {'login': 'moorepants'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-07T22:31:54Z', 'updatedAt': '2020-05-07T22:31:54Z', 'url': 'https://github.com/jupyterhub/jupyter-rsession-proxy/issues/87#issuecomment-625530033', 'author': {'login': 'madsi1m'}}}]}",,,jupyterhub,jupyter-rsession-proxy,issue
OPEN,MDU6SXNzdWU2MTE1MDIzOTk=,Ingresses for named servers don't match link (trailing slash),https://github.com/jupyterhub/kubespawner/issues/405,2020-05-03T20:38:50Z,2020-05-18T15:31:54Z,,{'edges': []},405,NONE,remche,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-18T15:31:54Z', 'updatedAt': '2020-05-18T15:31:54Z', 'url': 'https://github.com/jupyterhub/kubespawner/issues/405#issuecomment-630260991', 'author': {'login': 'remche'}}}]}",,,jupyterhub,kubespawner,issue
OPEN,MDU6SXNzdWU2MTE0OTQyNzc=,Ingress rules w/o host wont match,https://github.com/jupyterhub/kubespawner/issues/404,2020-05-03T20:00:46Z,2020-05-18T13:26:01Z,,{'edges': []},404,NONE,remche,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-18T13:26:01Z', 'updatedAt': '2020-05-18T13:26:01Z', 'url': 'https://github.com/jupyterhub/kubespawner/issues/404#issuecomment-630181618', 'author': {'login': 'remche'}}}]}",,,jupyterhub,kubespawner,issue
OPEN,MDU6SXNzdWU2MTE0ODkyNzg=,Write out guidelines for teams of people that want to get involved,https://github.com/jupyterhub/team-compass/issues/288,2020-05-03T19:34:30Z,2020-05-06T06:58:41Z,,{'edges': []},288,MEMBER,choldgraf,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-04T05:17:12Z', 'updatedAt': '2020-05-04T05:17:12Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/288#issuecomment-623261711', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-04T06:39:56Z', 'updatedAt': '2020-05-04T08:02:03Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/288#issuecomment-623286073', 'author': {'login': 'sgibson91'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-04T08:50:05Z', 'updatedAt': '2020-05-04T08:50:05Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/288#issuecomment-623339338', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-04T08:56:01Z', 'updatedAt': '2020-05-04T08:56:01Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/288#issuecomment-623342584', 'author': {'login': 'sgibson91'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-04T10:06:17Z', 'updatedAt': '2020-05-04T10:06:17Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/288#issuecomment-623375110', 'author': {'login': 'GeorgianaElena'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T08:23:43Z', 'updatedAt': '2020-05-05T08:23:43Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/288#issuecomment-623923422', 'author': {'login': 'manics'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T09:03:13Z', 'updatedAt': '2020-05-05T09:03:13Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/288#issuecomment-623940815', 'author': {'login': 'sgibson91'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-06T06:58:41Z', 'updatedAt': '2020-05-06T06:58:41Z', 'url': 'https://github.com/jupyterhub/team-compass/issues/288#issuecomment-624476567', 'author': {'login': 'betatim'}}}]}",,,jupyterhub,team-compass,issue
